category,color_brightness,entropy,ID,instruction,instruction_type,Descript,param_ratio,Code,unit_n,verify
"Games, toys, tents and sports goods",Very Dark,3.173102701,7d18247f-8740-4347-a788-0cad53258653,Could you design a sofa for me?,Specific Usage Question,Sofa,4.25,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""Sofa Color"")
sofa_color.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Base""
base.scale[0] = 2  # Length
base.scale[1] = 1  # Width
base.scale[2] = 0.2  # Height
base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.9, 1.1))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale[0] = 2  # Length
backrest.scale[1] = 0.2  # Width
backrest.scale[2] = 0.6  # Height
backrest.data.materials.append(sofa_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 1.9 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.9))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale[0] = 0.2  # Length
    armrest.scale[1] = 1  # Width
    armrest.scale[2] = 0.5  # Height
    armrest.data.materials.append(sofa_color)",4,gpt
Articles of clothing and haberdashery,Bright,4.957783044,7482fc13-3cdc-4942-a054-d33dc770d433,Design a round birthday cake with three layers.,Decoration Question,Birthday Cake,6.666666667,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
cake_color = bpy.data.materials.new(name=""Cake Color"")
cake_color.diffuse_color = (0.9, 0.7, 0.5, 1)  # Light brown cake color

# Step 2: Create the Bottom Layer
bpy.ops.mesh.primitive_cylinder_add(radius=1.5, depth=0.5, location=(0, 0, 0.25))
bottom_layer = bpy.context.object
bottom_layer.name = ""Bottom Layer""
bottom_layer.data.materials.append(cake_color)

# Step 3: Create the Middle Layer
bpy.ops.mesh.primitive_cylinder_add(radius=1.2, depth=0.5, location=(0, 0, 0.75))
middle_layer = bpy.context.object
middle_layer.name = ""Middle Layer""
middle_layer.data.materials.append(cake_color)

# Step 4: Create the Top Layer
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=0.5, location=(0, 0, 1.25))
top_layer = bpy.context.object
top_layer.name = ""Top Layer""
top_layer.data.materials.append(cake_color)",3,human
Medical and laboratory equipment,Medium Bright,4.124440649,931131fe-3ed4-49b3-890e-6a2e7e3fef1c,Can you create a 3D model of a dog bowl? It should be round and have a small dip in the middle for holding food or water. Add a few kibble pieces inside the bowl.,Outlook Question,Dog Bowl,3.428571429,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bowl_color = bpy.data.materials.new(name=""Bowl Color"")
bowl_color.diffuse_color = (0.8, 0.3, 0.1, 1)  # Brownish color for the bowl
kibble_color = bpy.data.materials.new(name=""Kibble Color"")
kibble_color.diffuse_color = (0.6, 0.4, 0.2, 1)  # Dark brown color for kibble

# Step 2: Create the Bowl
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.5, location=(0, 0, 0))
bowl = bpy.context.object
bowl.name = ""Bowl""
bowl.data.materials.append(bowl_color)

# Step 3: Create the Dip
bpy.ops.mesh.primitive_cylinder_add(radius=0.8, depth=0.4, location=(0, 0, 0.05))
dip = bpy.context.object
dip.name = ""Dip""
dip.data.materials.append(bowl_color)

# Boolean difference to create the dip
mod_bool = bowl.modifiers.new(type=""BOOLEAN"", name=""bool_mod"")
mod_bool.operation = 'DIFFERENCE'
mod_bool.object = dip
bpy.context.view_layer.objects.active = bowl
bpy.ops.object.modifier_apply(modifier=""bool_mod"")
bpy.data.objects.remove(dip)

# Step 4: Create Kibble Pieces
for i in range(5):
    x = 0.5 * (i % 2) - 0.25
    y = 0.5 * (i // 2) - 0.25
    bpy.ops.mesh.primitive_uv_sphere_add(radius=0.1, location=(x, y, 0.1))
    kibble = bpy.context.object
    kibble.name = f""Kibble {i + 1}""
    kibble.data.materials.append(kibble_color)",7,gpt
"Games, toys, tents and sports goods",Dark,4.472091258,1eae1f01-9de0-4b17-863f-7bade4c6e931,Create a blender with a cylindrical base and a detachable pitcher. The pitcher should have measurement markings on the side and a lid with a removable center cap.,Outlook Question,Blender,4.875,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
base_color = bpy.data.materials.new(name=""Base Color"")
base_color.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color
pitcher_color = bpy.data.materials.new(name=""Pitcher Color"")
pitcher_color.diffuse_color = (0.8, 0.8, 0.8, 0.5)  # Light gray color with some transparency
lid_color = bpy.data.materials.new(name=""Lid Color"")
lid_color.diffuse_color = (0.1, 0.1, 0.1, 1)  # Very dark gray color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.5, location=(0, 0, 0.25))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(base_color)

# Step 3: Create the Pitcher
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=2, location=(0, 0, 1.5))
pitcher = bpy.context.object
pitcher.name = ""Pitcher""
pitcher.data.materials.append(pitcher_color)

# Step 4: Create the Lid
bpy.ops.mesh.primitive_cylinder_add(radius=0.95, depth=0.1, location=(0, 0, 2.55))
lid = bpy.context.object
lid.name = ""Lid""
lid.data.materials.append(lid_color)

# Step 5: Create the Removable Center Cap
bpy.ops.mesh.primitive_cylinder_add(radius=0.3, depth=0.1, location=(0, 0, 2.65))
center_cap = bpy.context.object
center_cap.name = ""Center Cap""
center_cap.data.materials.append(lid_color)

# Step 6: Create Measurement Markings (simplified as small cubes)
for i in range(1, 5):
    bpy.ops.mesh.primitive_cube_add(size=0.05, location=(0.95, 0, 0.5 * i + 0.5))
    marking = bpy.context.object
    marking.name = f""Marking {i}""
    marking.data.materials.append(lid_color)",8,gpt
"Games, toys, tents and sports goods",Medium Bright,5.113850983,1ffab862-4089-4972-a3be-a68612aa9e0e,"Can you make a 3D model of a burger? It should have a bun, patty, lettuce, and a slice of cheese.",Comparing Question,Burger,8.8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bun_color = bpy.data.materials.new(name=""Bun Color"")
bun_color.diffuse_color = (0.8, 0.6, 0.4, 1)  # Light brown color for the bun
patty_color = bpy.data.materials.new(name=""Patty Color"")
patty_color.diffuse_color = (0.4, 0.2, 0.1, 1)  # Dark brown color for the patty
lettuce_color = bpy.data.materials.new(name=""Lettuce Color"")
lettuce_color.diffuse_color = (0.2, 0.8, 0.2, 1)  # Green color for the lettuce
cheese_color = bpy.data.materials.new(name=""Cheese Color"")
cheese_color.diffuse_color = (1, 0.9, 0, 1)  # Yellow color for the cheese

# Step 2: Create the Bottom Bun
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.3, location=(0, 0, 0))
bottom_bun = bpy.context.object
bottom_bun.name = ""Bottom Bun""
bottom_bun.data.materials.append(bun_color)

# Step 3: Create the Patty
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=0.2, location=(0, 0, 0.25))
patty = bpy.context.object
patty.name = ""Patty""
patty.data.materials.append(patty_color)

# Step 4: Create the Cheese
bpy.ops.mesh.primitive_cube_add(size=1.8, location=(0, 0, 0.45))
cheese = bpy.context.object
cheese.name = ""Cheese""
cheese.scale[2] = 0.05  # Flatten the cube to make it a slice
cheese.data.materials.append(cheese_color)

# Step 5: Create the Lettuce
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.1, location=(0, 0, 0.55))
lettuce = bpy.context.object
lettuce.name = ""Lettuce""
lettuce.data.materials.append(lettuce_color)

# Step 6: Create the Top Bun
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.3, location=(0, 0, 0.75))
top_bun = bpy.context.object
top_bun.name = ""Top Bun""
top_bun.data.materials.append(bun_color)",5,human
Tools and hardware,Dark,3.173102701,0a45b235-f48b-430a-88eb-71155af63769,How does a modular sofa designed for a small apartment living room compare to one intended for a large corporate lobby in terms of structure and modularity?,Verbal Question,Modular Sofa,4.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""Sofa Color"")
sofa_color.diffuse_color = (0.5, 0.3, 0.2, 1)  # Brownish color

# Step 2: Create the Base of the Sofa
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Sofa Base""
base.scale = (1.5, 0.75, 0.25)  # Scale to make it a rectangular base
base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.75, 1.25))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale = (1.5, 0.1, 0.75)  # Scale to make it a thin backrest
backrest.data.materials.append(sofa_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 1.5 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.75))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale = (0.1, 0.75, 0.5)  # Scale to make it a thin armrest
    armrest.data.materials.append(sofa_color)",4,gpt
"Household goods, not elsewhere specified",Very Dark,4.87683234,ff60b07c-c48b-4c9b-abc1-d1da44b8458b,"Can you create a spice carousel that holds twelve different spice jars? The carousel should rotate smoothly and have a central handle for carrying. The jars need to be easily removable and refillable, with shaker tops and airtight lids. It should be compact enough to fit on a kitchen counter.",Specific Usage Question,Spice Carousel,1.052631579,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
carousel_color = bpy.data.materials.new(name=""Carousel Color"")
carousel_color.diffuse_color = (0.5, 0.5, 0.5, 1)  # Gray color
jar_color = bpy.data.materials.new(name=""Jar Color"")
jar_color.diffuse_color = (1, 1, 1, 1)  # White color
lid_color = bpy.data.materials.new(name=""Lid Color"")
lid_color.diffuse_color = (0.1, 0.1, 0.1, 1)  # Black color

# Step 2: Create the Base of the Carousel
bpy.ops.mesh.primitive_cylinder_add(radius=2, depth=0.2, location=(0, 0, 0))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(carousel_color)

# Step 3: Create the Central Handle
bpy.ops.mesh.primitive_cylinder_add(radius=0.1, depth=2, location=(0, 0, 1.1))
handle = bpy.context.object
handle.name = ""Handle""
handle.data.materials.append(carousel_color)

# Step 4: Create the Spice Jars
for i in range(12):
    angle = i * (2 * math.pi / 12)
    x = 1.5 * math.cos(angle)
    y = 1.5 * math.sin(angle)
    
    # Jar Body
    bpy.ops.mesh.primitive_cylinder_add(radius=0.2, depth=0.6, location=(x, y, 0.4))
    jar = bpy.context.object
    jar.name = f""Jar {i + 1}""
    jar.data.materials.append(jar_color)
    
    # Jar Lid
    bpy.ops.mesh.primitive_cylinder_add(radius=0.22, depth=0.1, location=(x, y, 0.75))
    lid = bpy.context.object
    lid.name = f""Lid {i + 1}""
    lid.data.materials.append(lid_color)
    
    # Shaker Top
    bpy.ops.mesh.primitive_cylinder_add(radius=0.18, depth=0.05, location=(x, y, 0.8))
    shaker_top = bpy.context.object
    shaker_top.name = f""Shaker Top {i + 1}""
    shaker_top.data.materials.append(lid_color)",38,gpt
"Household goods, not elsewhere specified",Very Bright,4.344037697,c5a82cf5-e51b-4e7d-aee3-29364bc7381c,How is a coffee mug typically used in a 3D model?,Specific Usage Question,Coffee Mug,8,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
white = bpy.data.materials.new(name=""White"")
white.diffuse_color = (1, 1, 1, 1)  # White color

# Step 2: Create the Mug Body
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=1.5, location=(0, 0, 0.75))
mug_body = bpy.context.object
mug_body.name = ""Mug Body""
mug_body.data.materials.append(white)

# Step 3: Hollow out the Mug
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=1.4, location=(0, 0, 0.8))
mug_inner = bpy.context.object
mug_inner.name = ""Mug Inner""

# Boolean modifier to hollow out the mug
bool_mod = mug_body.modifiers.new(type=""BOOLEAN"", name=""bool_mod"")
bool_mod.operation = 'DIFFERENCE'
bool_mod.object = mug_inner
bpy.context.view_layer.objects.active = mug_body
bpy.ops.object.modifier_apply(modifier=""bool_mod"")
bpy.data.objects.remove(mug_inner)

# Step 4: Create the Handle
bpy.ops.mesh.primitive_torus_add(align='WORLD', location=(1.5, 0, 0.75), major_radius=0.5, minor_radius=0.1, rotation=(math.pi/2, 0, 0))
handle = bpy.context.object
handle.name = ""Handle""
handle.data.materials.append(white)

# Boolean modifier to attach the handle
bool_mod = mug_body.modifiers.new(type=""BOOLEAN"", name=""bool_mod_handle"")
bool_mod.operation = 'UNION'
bool_mod.object = handle
bpy.context.view_layer.objects.active = mug_body
bpy.ops.object.modifier_apply(modifier=""bool_mod_handle"")
bpy.data.objects.remove(handle)",3,human
Means of transport or hoisting,Dark,3.812309493,1c1b5a80-9a96-4587-b7f4-1648c234c4fe,Could you create a bookshelf for me? It should have five shelves and be tall and narrow. The shelves need to be evenly spaced.,Comparing Question,Bookshelf,5.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Wood color

# Step 2: Create the Shelves
shelf_height = 0.1
shelf_width = 1.0
shelf_depth = 0.3
num_shelves = 5
total_height = 2.0
spacing = total_height / (num_shelves + 1)

for i in range(num_shelves):
    z = (i + 1) * spacing
    bpy.ops.mesh.primitive_cube_add(size=1, location=(0, 0, z))
    shelf = bpy.context.object
    shelf.scale = (shelf_width, shelf_depth, shelf_height)
    shelf.name = f""Shelf {i + 1}""
    shelf.data.materials.append(wood_color)

# Step 3: Create the Side Panels
panel_thickness = 0.05
panel_height = total_height + 2 * shelf_height
panel_depth = shelf_depth + 2 * panel_thickness

# Left Panel
bpy.ops.mesh.primitive_cube_add(size=1, location=(-shelf_width / 2 - panel_thickness / 2, 0, total_height / 2))
left_panel = bpy.context.object
left_panel.scale = (panel_thickness, panel_depth, panel_height)
left_panel.name = ""Left Panel""
left_panel.data.materials.append(wood_color)

# Right Panel
bpy.ops.mesh.primitive_cube_add(size=1, location=(shelf_width / 2 + panel_thickness / 2, 0, total_height / 2))
right_panel = bpy.context.object
right_panel.scale = (panel_thickness, panel_depth, panel_height)
right_panel.name = ""Right Panel""
right_panel.data.materials.append(wood_color)

# Step 4: Create the Back Panel
bpy.ops.mesh.primitive_cube_add(size=1, location=(0, -shelf_depth / 2 - panel_thickness / 2, total_height / 2))
back_panel = bpy.context.object
back_panel.scale = (shelf_width + 2 * panel_thickness, panel_thickness, panel_height)
back_panel.name = ""Back Panel""
back_panel.data.materials.append(wood_color)",4,human
Musical instruments,Dark,2.327457979,eaf94b07-47f1-4bf0-bfea-977feaad2d8d,Design a simple bird feeder. It should have a platform for placing bird food and a roof to protect the food from rain.,Verbal Question,Bird Feeder,5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Brown wood color

# Step 2: Create the Platform
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
platform = bpy.context.object
platform.name = ""Platform""
platform.scale[2] = 0.1  # Make it flat
platform.data.materials.append(wood_color)

# Step 3: Create the Roof
bpy.ops.mesh.primitive_cube_add(size=2.5, location=(0, 0, 1.5))
roof = bpy.context.object
roof.name = ""Roof""
roof.scale[2] = 0.1  # Make it flat
roof.data.materials.append(wood_color)

# Step 4: Create the Supports
support_positions = [(-0.9, -0.9, 0.75), (0.9, -0.9, 0.75), (-0.9, 0.9, 0.75), (0.9, 0.9, 0.75)]
for pos in support_positions:
    bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=1.5, location=pos)
    support = bpy.context.object
    support.name = ""Support""
    support.data.materials.append(wood_color)",3,gpt
"Stationery and office equipment, artists' and teaching materials",Medium Bright,3.40041689,2c0de46d-06a8-428a-9ab0-d7775fda2e68,Can you create a 3D model of a hammer? It should have a solid head and a handle.,Verbal Question,Hammer,9.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
metal = bpy.data.materials.new(name=""Metal"")
metal.diffuse_color = (0.5, 0.5, 0.5, 1)  # Gray color for the hammer head
wood = bpy.data.materials.new(name=""Wood"")
wood.diffuse_color = (0.55, 0.27, 0.07, 1)  # Brown color for the handle

# Step 2: Create the Hammer Head
bpy.ops.mesh.primitive_cube_add(size=0.5, location=(0, 0, 0.25))
head = bpy.context.object
head.name = ""Hammer Head""
head.scale[0] = 1.5  # Make the head longer
head.data.materials.append(metal)

# Step 3: Create the Handle
bpy.ops.mesh.primitive_cylinder_add(radius=0.1, depth=2, location=(0, 0, -1))
handle = bpy.context.object
handle.name = ""Handle""
handle.data.materials.append(wood)",2,human
